pathway_name,pathway_source,num_overlapping_genes,overlapping_genes,num_all_pathway_genes,P_genes,Q_genes,num_overlapping_metabolites,overlapping_metabolites,num_all_pathway_metabolites,P_metabolites,Q_metabolites,P_joint,Q_joint
FGFR2 mutant receptor activation,Reactome,0,,17 (17),1,1,1,HMDB0000693,3 (13),0.289,1,0.647,1
Ramipril Metabolism Pathway,SMPDB,0,,1 (1),1,1,1,HMDB0060579,3 (4),0.289,1,0.647,1
Spirapril Metabolism Pathway,SMPDB,0,,1 (1),1,1,1,HMDB0015438,3 (3),0.289,1,0.647,1
Glucocorticoid biosynthesis,Reactome,1,CYP17A1,9 (9),0.339,1,1,HMDB0000015,17 (17),0.856,1,0.649,1
RND1 GTPase cycle,Reactome,3,PLXNA1;TFRC;PKP4,42 (42),0.291,1,0,,1 (1),1,1,0.651,1
Glycine_ serine and threonine metabolism - Homo sapiens (human),KEGG,0,,40 (40),1,1,6,HMDB0033934;HMDB0006454;HMDB0000043;HMDB0000123;HMDB0001149;HMDB0012249,42 (50),0.292,1,0.651,1
Negative regulation of FGFR2 signaling,Reactome,1,SRC,35 (35),0.8,1,1,HMDB0000693,4 (5),0.365,1,0.651,1
Eicosanoid ligand-binding receptors,Reactome,0,,15 (15),1,1,2,HMDB0002995;HMDB0003208,10 (10),0.292,1,0.652,1
Estrogen biosynthesis,Reactome,0,,5 (5),1,1,2,HMDB0000145;HMDB0000234,10 (10),0.292,1,0.652,1
Proline catabolism,Reactome,0,,3 (3),1,1,2,HMDB0240251;HMDB0002104,10 (11),0.292,1,0.652,1
Plasma lipoprotein assembly,Reactome,0,,17 (17),1,1,2,HMDB0000067;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,10 (11),0.292,1,0.652,1
Nicotine Metabolism,Wikipathways,0,,6 (6),1,1,2,HMDB0001934;HMDB0001497,10 (10),0.292,1,0.652,1
Nuclear Events (kinase and transcription factor activation),Reactome,4,PPP2R5D;SH3GL3;DUSP4;PPP2R1B,61 (61),0.293,1,0,,4 (4),1,1,0.652,1
Coronavirus disease - COVID-19 - Homo sapiens (human),KEGG,10,FGA;FGB;C1R;IRF3;C2;C4A;IL6ST;CFB;RPL39;FGG,231 (232),0.592,1,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,6 (10),0.494,1,0.652,1
Miscellaneous transport and binding events,Reactome,2,DMTN;NIPAL1,24 (24),0.293,1,0,,9 (11),1,1,0.653,1
Sphingolipid Metabolism (integrated pathway),Wikipathways,2,SGPP1;PLPP3,24 (24),0.293,1,0,,7 (10),1,1,0.653,1
glycolysis,HumanCyc,2,ENO3;GCK,24 (25),0.293,1,0,,17 (20),1,1,0.653,1
Sema4D in semaphorin signaling,Reactome,2,LIMK2;RHOC,24 (24),0.293,1,0,,6 (6),1,1,0.653,1
Ephrin B reverse signaling,PID,2,SRC;EPHB1,24 (24),0.293,1,0,,2 (2),1,1,0.653,1
Butanoate metabolism - Homo sapiens (human),KEGG,2,HMGCS1;ACAT2,28 (28),0.36,1,2,HMDB0062259;HMDB0001166,28 (42),0.82,1,0.655,1
FGF,INOH,2,FGF21;SPRY1,67 (67),0.809,1,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,4 (5),0.365,1,0.656,1
Saturated fatty acids beta-oxidation,EHMN,2,DBI;MECR,25 (25),0.31,1,2,HMDB0062259;HMDB0003944,43 (43),0.954,1,0.656,1
Epithelial to mesenchymal transition in colorectal cancer,Wikipathways,9,FOXM1;FZD4;FZD6;FZD1;MAP2K6;OCLN;FZD5;CLDN1;CLDN4,161 (161),0.298,1,0,,1 (1),1,1,0.659,1
Pantothenate and CoA biosynthesis - Homo sapiens (human),KEGG,1,PANK1,21 (21),0.619,1,3,HMDB0004231;HMDB0001416;HMDB0001016,24 (30),0.484,1,0.661,1
Sphingolipid pathway,Wikipathways,1,GAL3ST1,28 (28),0.724,1,2,HMDB0006734;HMDB0004949,13 (14),0.414,1,0.661,1
Abacavir transport and metabolism,Reactome,1,PCK1,10 (10),0.368,1,1,HMDB0000195,15 (19),0.819,1,0.663,1
putrescine degradation III,HumanCyc,1,SAT1,10 (10),0.368,1,1,HMDB0002064,15 (15),0.819,1,0.663,1
Signaling events mediated by focal adhesion kinase,PID,4,SRC;CCND1;MAPK8IP3;GIT2,62 (62),0.303,1,0,,3 (3),1,1,0.665,1
Amine Oxidase reactions,Reactome,0,,4 (4),1,1,3,HMDB0001276;HMDB0001186;HMDB0033934,18 (18),0.303,1,0.665,1
Signaling by SCF-KIT,Reactome,3,SRC;SH2B2;FES,43 (43),0.304,1,0,,5 (12),1,1,0.666,1
RND2 GTPase cycle,Reactome,3,NISCH;TFRC;PKP4,43 (43),0.304,1,0,,1 (1),1,1,0.666,1
Hereditary Coproporphyria (HCP),SMPDB,1,FECH,15 (15),0.498,1,4,HMDB0000054;HMDB0000123;HMDB0033934;HMDB0001149,39 (39),0.616,1,0.669,1
Porphyria Variegata (PV),SMPDB,1,FECH,15 (15),0.498,1,4,HMDB0000054;HMDB0000123;HMDB0033934;HMDB0001149,39 (39),0.616,1,0.669,1
Congenital Erythropoietic Porphyria (CEP) or Gunther Disease,SMPDB,1,FECH,15 (15),0.498,1,4,HMDB0000054;HMDB0000123;HMDB0033934;HMDB0001149,39 (39),0.616,1,0.669,1
Acute Intermittent Porphyria,SMPDB,1,FECH,15 (15),0.498,1,4,HMDB0000054;HMDB0000123;HMDB0033934;HMDB0001149,39 (39),0.616,1,0.669,1
Porphyrin Metabolism,SMPDB,1,FECH,15 (15),0.498,1,4,HMDB0000054;HMDB0000123;HMDB0033934;HMDB0001149,39 (39),0.616,1,0.669,1
NAD Biosynthesis II (from tryptophan),Wikipathways,1,NMNAT1,8 (8),0.308,1,0,,24 (24),1,1,0.67,1
Aflatoxin B1 metabolism,Wikipathways,1,CYP1A2,8 (8),0.308,1,0,,3 (7),1,1,0.67,1
DNA Damage Reversal,Reactome,1,MGMT,8 (8),0.308,1,0,,10 (12),1,1,0.67,1
RUNX3 regulates p14-ARF,Reactome,1,CCND1,8 (8),0.308,1,0,,4 (4),1,1,0.67,1
AMPK inhibits chREBP transcriptional activation activity,Reactome,1,MLXIPL,8 (8),0.308,1,0,,3 (3),1,1,0.67,1
HuR (ELAVL1) binds and stabilizes mRNA,Reactome,1,TNFSF13,8 (8),0.308,1,0,,2 (3),1,1,0.67,1
Transport of fatty acids,Reactome,1,LCN12,8 (8),0.308,1,0,,9 (10),1,1,0.67,1
Netrin mediated repulsion signals,Reactome,1,SRC,8 (8),0.308,1,0,,2 (2),1,1,0.67,1
Galactosemia II (GALK),SMPDB,1,GCK,8 (8),0.308,1,0,,19 (20),1,1,0.67,1
TICAM1-dependent activation of IRF3/IRF7,Reactome,1,IRF3,8 (8),0.308,1,0,,2 (4),1,1,0.67,1
EPH-ephrin mediated repulsion of cells,Reactome,1,SRC,8 (8),0.308,1,0,,4 (5),1,1,0.67,1
a4b7 Integrin signaling,PID,1,ITGB7,8 (8),0.308,1,0,,1 (1),1,1,0.67,1
Sulfur relay system - Homo sapiens (human),KEGG,1,MOCS3,8 (8),0.308,1,0,,7 (11),1,1,0.67,1
visceral fat deposits and the metabolic syndrome,BioCarta,1,PPARG,8 (8),0.308,1,0,,2 (3),1,1,0.67,1
cbl mediated ligand-induced downregulation of egf receptors pathway,BioCarta,1,SRC,8 (8),0.308,1,0,,1 (2),1,1,0.67,1
ethanol degradation II,HumanCyc,1,ACSS2,8 (8),0.308,1,0,,12 (12),1,1,0.67,1
Galactosemia III,SMPDB,1,GCK,8 (8),0.308,1,0,,19 (20),1,1,0.67,1
Nucleotide Sugars Metabolism,SMPDB,1,GCK,8 (8),0.308,1,0,,19 (20),1,1,0.67,1
Ifosfamide Action Pathway,SMPDB,1,ALDH1A1,8 (8),0.308,1,0,,21 (22),1,1,0.67,1
Nevirapine Metabolism Pathway,SMPDB,1,ALDH1A1,8 (8),0.308,1,0,,15 (15),1,1,0.67,1
Ifosfamide Metabolism Pathway,SMPDB,1,ALDH1A1,8 (8),0.308,1,0,,21 (22),1,1,0.67,1
Effects of nitric oxide,Wikipathways,1,MT-CO1,8 (8),0.308,1,0,,7 (7),1,1,0.67,1
One-carbon metabolism,Wikipathways,1,MAT1A,28 (28),0.724,1,3,HMDB0000123;HMDB0000244;HMDB0000043,22 (25),0.425,1,0.671,1
G alpha (q) signalling events,Reactome,8,P2RY6;DAGLA;NPFF;GPR132;KNG1;EDNRA;PPAN;NTSR1,221 (221),0.781,1,7,HMDB0003208;HMDB0003073;HMDB0001388;HMDB0002995;HMDB0006528;HMDB0001043;HMDB0002183,56 (64),0.395,1,0.671,1
SARS-CoV-2 mitochondrial interactions,Wikipathways,2,CTSL;IRF3,25 (26),0.31,1,0,,3 (7),1,1,0.673,1
Propanoate metabolism,INOH,2,ALDH1A1;ACSS2,25 (25),0.31,1,0,,24 (26),1,1,0.673,1
gluconeogenesis,HumanCyc,2,PCK1;ENO3,25 (26),0.31,1,0,,22 (26),1,1,0.673,1
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,Reactome,2,CCNT2;SNW1,25 (25),0.31,1,0,,2 (2),1,1,0.673,1
TRP channels,Reactome,2,TRPV1;TRPM3,25 (25),0.31,1,0,,2 (2),1,1,0.673,1
Galactose metabolism,EHMN,0,,44 (44),1,1,6,HMDB0006790;HMDB0035312;HMDB0060468;HMDB0000189;HMDB0003213;HMDB0003553,43 (47),0.312,1,0.675,1
Endometrial cancer,Wikipathways,4,CDKN1A;CCND1;FOXO3;GADD45A,63 (63),0.313,1,0,,1 (4),1,1,0.677,1
Neurotrophic factor-mediated Trk receptor signaling,PID,4,MATK;SH2B2;CCND1;NEDD4L,63 (63),0.313,1,0,,2 (2),1,1,0.677,1
rRNA processing,Reactome,4,WDR75;GAR1;MRM3;NOP58,63 (64),0.313,1,0,,3 (11),1,1,0.677,1
Ras activation upon Ca2+ influx through NMDA receptor,Reactome,1,CALM3,22 (22),0.636,1,1,HMDB0000123,6 (6),0.494,1,0.678,1
Phospholipase D signaling pathway - Homo sapiens (human),KEGG,7,DNM3;PLPP3;ADCY9;PLA2G4B;AGPAT2;RAPGEF4;AGPAT3,147 (148),0.492,1,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,9 (11),0.64,1,0.679,1
Amoebiasis - Homo sapiens (human),KEGG,2,IL1R1;LAMA5,101 (102),0.945,1,2,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0001043,11 (13),0.334,1,0.679,1
Porphyrin metabolism,EHMN,2,FECH;DBI,34 (34),0.455,1,4,HMDB0000054;HMDB0000123;HMDB0033934;HMDB0001149,43 (48),0.693,1,0.68,1
Negative regulation of MAPK pathway,Reactome,3,PPP2R5D;DUSP4;PPP2R1B,44 (44),0.316,1,0,,5 (5),1,1,0.68,1
Regulation of mitotic cell cycle,Reactome,3,UBE2C;CCNA2;CDK1,44 (44),0.316,1,0,,4 (4),1,1,0.68,1
Vasopressin-regulated water reabsorption - Homo sapiens (human),KEGG,3,ADCY9;DYNC2LI1;CREB3L3,44 (44),0.316,1,0,,2 (2),1,1,0.68,1
APC/C-mediated degradation of cell cycle proteins,Reactome,3,UBE2C;CCNA2;CDK1,44 (44),0.316,1,0,,4 (4),1,1,0.68,1
Autophagy - animal - Homo sapiens (human),KEGG,4,ATG16L2;CTSL;IRS2;ATG16L1,137 (137),0.869,1,1,HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974,4 (6),0.365,1,0.681,1
Role of phospholipids in phagocytosis,Reactome,2,CD3G;PLD3,105 (105),0.953,1,2,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,11 (13),0.334,1,0.682,1
Human papillomavirus infection - Homo sapiens (human),KEGG,17,FZD1;CDKN1A;FZD6;FASLG;FZD4;LAMA5;PPP2R3A;IRF3;ITGB7;CREB3L3;CCND1;PPP2R1B;RBPJL;PPP2R5D;THBS4;CCNA2;FZD5,331 (331),0.318,1,0,,3 (3),1,1,0.683,1
PIP3 activates AKT signaling,Reactome,11,CDKN1A;FOXO3;NRG1;PPP2R1B;ERBB3;IRS2;PPP2R5D;SRC;FOXO4;PPARG;NRG4,218 (218),0.389,1,1,HMDB0000693,15 (21),0.819,1,0.683,1
Phenylalanine and Tyrosine Metabolism,SMPDB,1,IL4I1,11 (11),0.397,1,2,HMDB0033934;HMDB0002281,27 (28),0.803,1,0.683,1
Phenylketonuria,SMPDB,1,IL4I1,11 (11),0.397,1,2,HMDB0033934;HMDB0002281,27 (28),0.803,1,0.683,1
Tyrosinemia Type 3 (TYRO3),SMPDB,1,IL4I1,11 (11),0.397,1,2,HMDB0033934;HMDB0002281,27 (28),0.803,1,0.683,1
Tyrosinemia Type 2 (or Richner-Hanhart syndrome),SMPDB,1,IL4I1,11 (11),0.397,1,2,HMDB0033934;HMDB0002281,27 (28),0.803,1,0.683,1
Metabolism of proteins,Reactome,70,BLM;ADAMTS10;TSPAN15;QSOX1;PCSK9;CDK1;TPST1;CISH;HARS2;DCAF6;NUP93;NOP58;FGA;NEU2;RPL39;ARSB;IGFBP2;FBXL22;MRPL14;UBE2T;ANPEP;PPARGC1A;JOSD2;CALM3;RPN2;WFS1;DPH7;EIF1AX;SBSPON;CTR9;GCNT3;MTIF2;RTN4RL1;TUBB2A;UBE2C;MRPL48;CSF2RB;SOCS3;HSPA8;FBXW4;APCS;SLC34A2;EIF5B;CHRDL1;CP;ALG8;FBXW2;FOXO4;C4A;SPSB4;MME;KAT2A;PSME2;FGG;CREB3L3;PPARG;TTLL10;MDM4;NRN1;F7;RAB26;ETFBKMT;ADORA2B;TOP2A;KNG1;MVD;UBD;CCNA2;EEF1A2;AGBL3,1934 (1935),0.982,1,16,HMDB0001547;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0033934;HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974;HMDB0030020;HMDB0011669;HMDB0000123;HMDB0000172;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0000195;HMDB0001445;HMDB0000290;HMDB0060579;HMDB0001090;HMDB0000687;HMDB0000304,131 (288),0.327,1,0.686,1
Valine Leucine Isoleucine degradation,INOH,2,ALDH1A1;HMGCS1,32 (32),0.424,1,3,HMDB0001052;HMDB0000172;HMDB0000687,36 (40),0.759,1,0.687,1
PI3K-Akt signaling pathway - Homo sapiens (human),KEGG,18,CDKN1A;MTCP1;FASLG;FOXO3;PCK1;ITGB7;PPP2R3A;PPP2R1B;ERBB3;PRLR;CCND1;THBS4;FGF21;IL7;PPP2R5D;CREB3L3;LAMA5;FLT1,353 (354),0.322,1,0,,3 (4),1,1,0.687,1
Negative regulation of NMDA receptor-mediated neuronal transmission,Reactome,1,CALM3,23 (23),0.653,1,1,HMDB0000123,6 (6),0.494,1,0.687,1
Transcriptional Regulation by MECP2,Reactome,4,CALM3;FKBP5;PPARG;TBL1XR1,64 (64),0.323,1,0,,3 (4),1,1,0.689,1
Regulation of retinoblastoma protein,PID,4,CDKN1A;CCND1;PPARG;CCNA2,64 (64),0.323,1,0,,1 (1),1,1,0.689,1
Programmed Cell Death,Reactome,7,OCLN;FASLG;TNFSF10;MAPT;DFFB;ACIN1;TP73,142 (142),0.455,1,1,HMDB0000290,11 (21),0.714,1,0.69,1
RNA transport - Homo sapiens (human),KEGG,10,THOC3;PNN;EIF5B;EEF1A2;ACIN1;EIF1AX;DDX39B;NXF1;NUP93;RPP38,186 (186),0.325,1,0,,2 (3),1,1,0.69,1
Chromosome Maintenance,Reactome,7,GAR1;DSCC1;BLM;TEN1;CENPT;CCNA2;HJURP,133 (134),0.389,1,1,HMDB0001342,16 (22),0.838,1,0.691,1
TLR ECSIT MEKK1 JNK,INOH,2,MAP2K6;IL1R1,26 (26),0.327,1,0,,1 (1),1,1,0.692,1
Caspase activation via extrinsic apoptotic signalling pathway,Reactome,2,FASLG;TNFSF10,26 (26),0.327,1,0,,3 (3),1,1,0.692,1
S1P3 pathway,PID,2,FLT1;SRC,26 (26),0.327,1,0,,4 (4),1,1,0.692,1
Metal ion SLC transporters,Reactome,2,CP;SLC30A3,26 (26),0.327,1,0,,6 (8),1,1,0.692,1
Fatty acid elongation - Homo sapiens (human),KEGG,2,ELOVL2;MECR,27 (27),0.343,1,1,HMDB0003944,27 (40),0.954,1,0.693,1
Glycolysis and Gluconeogenesis,Wikipathways,3,PCK1;ENO3;GCK,45 (45),0.329,1,0,,14 (18),1,1,0.694,1
Integrin-linked kinase signaling,PID,3,PPP1R14C;CCND1;GIT2,45 (45),0.329,1,0,,3 (3),1,1,0.694,1
Hedgehog ligand biogenesis,Reactome,1,IHH,20 (20),0.601,1,1,HMDB0000067,7 (7),0.549,1,0.696,1
CLEC7A (Dectin-1) signaling,Reactome,2,CALM3;SRC,41 (41),0.555,1,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,8 (12),0.597,1,0.697,1
Carnosinuria_ carnosinemia,SMPDB,1,CNDP1,9 (9),0.339,1,1,HMDB0033934,34 (34),0.979,1,0.698,1
Ureidopropionase deficiency,SMPDB,1,CNDP1,9 (9),0.339,1,1,HMDB0033934,34 (34),0.979,1,0.698,1
GABA-Transaminase Deficiency,SMPDB,1,CNDP1,9 (9),0.339,1,1,HMDB0033934,34 (34),0.979,1,0.698,1
Beta-Alanine Metabolism,SMPDB,1,CNDP1,9 (9),0.339,1,1,HMDB0033934,34 (34),0.979,1,0.698,1
glycine betaine degradation,HumanCyc,0,,5 (5),1,1,2,HMDB0000123;HMDB0000043,11 (11),0.334,1,0.7,1
PAOs oxidise polyamines to amines,Reactome,0,,2 (2),1,1,2,HMDB0001276;HMDB0001186,11 (11),0.334,1,0.7,1
Vitamins,Reactome,0,,6 (6),1,1,2,HMDB0000876;HMDB0003550,11 (13),0.334,1,0.7,1
tetrapyrrole biosynthesis,HumanCyc,0,,5 (5),1,1,2,HMDB0000123;HMDB0001149,11 (11),0.334,1,0.7,1
Interleukin-17 signaling,Reactome,4,PPP2R5D;MAP2K6;DUSP4;PPP2R1B,65 (65),0.334,1,0,,4 (7),1,1,0.7,1
MAP kinase activation,Reactome,4,PPP2R5D;MAP2K6;DUSP4;PPP2R1B,65 (65),0.334,1,0,,4 (7),1,1,0.7,1
Synthesis of Leukotrienes (LT) and Eoxins (EX),Reactome,1,LTC4S,21 (21),0.619,1,3,HMDB0002995;HMDB0000123;HMDB0001043,26 (32),0.54,1,0.7,1
GPCR ligand binding,Reactome,21,FZD1;FZD4;CXCL9;FZD6;SSTR3;ADORA2B;PLPPR2;P2RY6;NPFF;GPR132;FZD5;XK;TAS1R3;TAS1R1;EDNRA;PPAN;KNG1;GALR3;NTSR1;GLP2R;PF4,476 (476),0.565,1,13,HMDB0015697;HMDB0005096;HMDB0002995;HMDB0003208;HMDB0033941;HMDB0003073;HMDB0001388;HMDB0015095;HMDB0006528;HMDB0036836;HMDB0004080;HMDB0015464;HMDB0002183,125 (168),0.593,1,0.702,1
C-type lectin receptors (CLRs),Reactome,2,CALM3;SRC,84 (84),0.896,1,2,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0029931,12 (18),0.374,1,0.702,1
Metabolism of porphyrins,Reactome,2,GSTA1;FECH,29 (29),0.376,1,2,HMDB0000054;HMDB0000123,34 (43),0.894,1,0.703,1
isoleucine degradation,HumanCyc,1,ACAT2,12 (12),0.424,1,1,HMDB0000172,14 (16),0.797,1,0.704,1
Ethanol metabolism resulting in production of ROS by CYP2E1,Wikipathways,1,NFE2L2,9 (9),0.339,1,0,,13 (16),1,1,0.705,1
RHO GTPases Activate Rhotekin and Rhophilins,Reactome,1,RHOC,9 (9),0.339,1,0,,1 (1),1,1,0.705,1
Methylation Pathways,Wikipathways,1,MAT1A,9 (9),0.339,1,0,,5 (5),1,1,0.705,1
STAT5 activation downstream of FLT3 ITD mutants,Reactome,1,CDKN1A,9 (9),0.339,1,0,,7 (7),1,1,0.705,1
Activation of RAC1 downstream of NMDARs,Reactome,1,CALM3,9 (9),0.339,1,0,,5 (5),1,1,0.705,1
Signaling by NTRK3 (TRKC),Reactome,1,SRC,9 (9),0.339,1,0,,2 (2),1,1,0.705,1
tryptophan degradation,HumanCyc,1,ACMSD,9 (9),0.339,1,0,,21 (22),1,1,0.705,1
Beta-oxidation of pristanoyl-CoA,Reactome,1,AMACR,9 (9),0.339,1,0,,17 (21),1,1,0.705,1
PI3K/AKT activation,Reactome,1,IRS2,9 (9),0.339,1,0,,3 (4),1,1,0.705,1
Sodium/Proton exchangers,Reactome,1,SLC9A5,9 (9),0.339,1,0,,2 (2),1,1,0.705,1
CHL1 interactions,Reactome,1,HSPA8,9 (9),0.339,1,0,,1 (1),1,1,0.705,1
EGFR-dependent Endothelin signaling events,PID,1,EDNRA,9 (9),0.339,1,0,,3 (3),1,1,0.705,1
Sperm Motility And Taxes,Reactome,1,CATSPERG,9 (9),0.339,1,0,,4 (4),1,1,0.705,1
Uptake and function of anthrax toxins,Reactome,1,MAP2K6,9 (9),0.339,1,0,,5 (5),1,1,0.705,1
reversal of insulin resistance by leptin,BioCarta,1,PRKAB1,9 (9),0.339,1,0,,1 (2),1,1,0.705,1
ROS sensing by NFE2L2,Reactome,1,NFE2L2,9 (9),0.339,1,0,,3 (3),1,1,0.705,1
PI5P Regulates TP53 Acetylation,Reactome,1,MAP2K6,9 (9),0.339,1,0,,6 (8),1,1,0.705,1
CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde,Reactome,1,CALM3,9 (9),0.339,1,0,,3 (3),1,1,0.705,1
Clopidogrel Metabolism Pathway,SMPDB,1,CYP1A2,9 (9),0.339,1,0,,9 (9),1,1,0.705,1
Clopidogrel Action Pathway,SMPDB,1,CYP1A2,9 (9),0.339,1,0,,9 (9),1,1,0.705,1
Cyclophosphamide Action Pathway,SMPDB,1,ALDH1A1,9 (9),0.339,1,0,,22 (23),1,1,0.705,1
Cyclophosphamide Metabolism Pathway,SMPDB,1,ALDH1A1,9 (9),0.339,1,0,,22 (23),1,1,0.705,1
Folate-Alcohol and Cancer Pathway Hypotheses,Wikipathways,1,ALDH1A1,9 (9),0.339,1,0,,11 (12),1,1,0.705,1
Breast cancer - Homo sapiens (human),KEGG,8,FZD1;CDKN1A;FZD6;FZD4;GADD45A;CCND1;FGF21;FZD5,147 (147),0.34,1,0,,3 (3),1,1,0.707,1
G alpha (i) signalling events,Reactome,12,SSTR3;TAS1R1;GALR3;CALM3;PF4;TAS1R3;PPP2R1B;ADCY9;KNG1;PPP2R5D;SRC;CXCL9,316 (316),0.764,1,9,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0005096;HMDB0033941;HMDB0036836;HMDB0001043;HMDB0004080;HMDB0015464;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,77 (106),0.446,1,0.708,1
Vesicle-mediated transport,Reactome,24,FZD4;STAB2;GJB2;VPS52;CD4;LRP2;STON1;CALM3;RHOBTB3;HPS4;SH3GL3;SRC;PRKAB1;AGPAT3;DENND4B;DNM3;ARFIP2;VPS51;STX16;MARCO;HSPA8;TPD52L1;TFRC;CD3G,617 (617),0.796,1,4,HMDB0000067;HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,31 (66),0.43,1,0.709,1
FCERI mediated NF-kB activation,Reactome,2,CARD11;RASGRP4,98 (98),0.938,1,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,4 (6),0.365,1,0.71,1
CXCR4-mediated signaling events,PID,5,CD4;RHOC;SRC;CD3G;ARR3,86 (86),0.343,1,0,,4 (4),1,1,0.71,1
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),Reactome,2,BLM;RAD50,27 (27),0.343,1,0,,4 (6),1,1,0.711,1
Polymerase switching on the C-strand of the telomere,Reactome,2,DSCC1;TEN1,27 (27),0.343,1,0,,4 (7),1,1,0.711,1
Signaling by NTRKs,Reactome,7,DNM3;PPP2R1B;IRS2;DUSP4;PPP2R5D;SH3GL3;SRC,127 (127),0.344,1,0,,11 (13),1,1,0.711,1
Apoptosis,Reactome,7,OCLN;FASLG;TNFSF10;MAPT;DFFB;ACIN1;TP73,127 (127),0.344,1,0,,5 (8),1,1,0.711,1
Pathways of neurodegeneration - multiple diseases - Homo sapiens (human),KEGG,23,FZD1;FZD4;FZD6;CACNA1D;MT-ATP6;MT-CO1;MT-CO2;MT-CYB;CALM3;MAPT;FZD5;MT-ND1;MT-ND2;MT-ND3;MT-ND4;MT-ND4L;MT-ND5;MT-ND6;NDUFA4L2;XBP1;FASLG;MAP2K6;TUBB2A,475 (475),0.384,1,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,20 (32),0.898,1,0.712,1
Metabolism of RNA,Reactome,28,MRM3;NOP58;ZC3H11A;PUS3;SNW1;SRSF2;SRSF3;RPL39;SRSF6;SRSF7;GAR1;TRA2B;TNFSF13;PRPF3;RNPC3;RPP38;WDR75;SRSF11;PARN;TRMT13;NUP93;THOC3;DDX39A;CWC22;DDX39B;HSPA8;NXF1;CPSF7,583 (584),0.383,1,2,HMDB0001495;HMDB0033934,35 (77),0.903,1,0.713,1
Glutathione synthesis and recycling,Reactome,1,GGCT,13 (13),0.45,1,1,HMDB0000123,13 (14),0.772,1,0.715,1
